,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
1521,2,0,18,1,17,9,0,2,0,1,20,11,1,7,0,0,3,7,0,0,0,2,3,11,2,4,1,1,1,0,0,5.698630136986301,1,4,3,11,73
1522,2,2,35,0,27,19,0,1,0,6,41,12,0,15,0,0,4,6,0,0,2,13,12,11,3,9,2,1,0,0,0,6.128787878787879,0,2,4,13,132
1523,1,2,31,0,29,14,0,0,0,3,33,8,0,20,0,0,5,7,0,0,1,9,8,13,6,5,0,0,3,0,0,6.54954954954955,1,0,3,10,111
1524,1,0,11,0,11,5,0,1,0,1,7,6,0,8,0,0,1,2,0,0,0,1,2,4,3,1,1,3,0,0,2,6.675,1,2,2,5,40
1525,2,1,10,0,9,10,0,0,0,1,13,9,0,5,0,0,3,4,0,0,0,3,3,1,1,0,4,1,0,0,0,5.857142857142857,0,6,2,6,49
1526,2,2,18,1,14,14,0,1,0,2,15,3,1,13,0,0,1,7,0,0,0,5,6,5,3,2,3,5,1,0,1,6.626666666666667,1,6,3,9,75
1527,6,0,23,2,21,12,0,0,0,4,26,15,0,16,0,0,0,8,0,0,2,10,14,7,7,3,1,1,1,0,1,6.481132075471698,0,4,3,9,106
1528,3,1,15,1,14,8,3,0,0,0,10,15,0,6,0,0,7,8,0,0,0,6,7,13,3,1,0,0,1,1,0,6.181818181818182,2,0,2,9,66
1529,3,0,28,0,24,13,0,0,0,3,27,21,0,12,0,0,3,11,0,0,2,7,9,12,6,8,3,2,0,1,1,5.7844827586206895,0,2,3,13,116
1530,2,0,26,0,21,11,0,0,0,2,19,5,0,18,0,0,0,4,0,0,0,11,11,11,6,3,2,0,0,0,0,6.473684210526316,0,3,3,11,95
1531,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.666666666666667,0,0,0,1,3
1532,3,1,22,0,18,11,0,2,0,3,26,7,0,6,0,0,6,5,0,0,0,8,10,11,3,3,0,0,1,0,1,6.353658536585366,1,2,3,9,82
1533,1,0,12,0,9,5,0,0,0,2,11,6,0,2,0,0,1,1,0,0,0,4,4,5,1,1,0,0,0,0,0,6.051282051282051,0,3,1,3,39
1534,5,0,15,0,6,8,0,1,0,1,19,3,0,5,0,0,13,12,0,0,0,6,3,12,3,3,2,0,0,1,2,5.436619718309859,1,5,2,10,71
1535,7,0,24,1,20,14,0,0,0,4,20,11,0,19,0,0,2,8,0,0,0,11,14,8,4,2,2,0,2,0,0,6.474747474747475,1,0,3,10,99
1536,1,0,16,0,10,9,0,0,0,4,13,2,0,7,0,0,2,2,0,0,0,5,8,5,0,2,0,0,0,0,0,6.0,0,1,2,6,42
1537,3,1,30,0,27,11,0,0,0,7,28,16,0,12,0,0,3,14,0,0,1,10,16,12,7,9,0,1,2,1,0,6.513274336283186,2,1,4,10,113
1538,4,0,27,2,18,10,0,1,0,4,37,13,1,13,0,0,6,9,0,0,1,9,11,11,2,5,3,1,0,0,0,6.425925925925926,0,14,3,24,108
1539,3,1,24,0,28,19,0,3,0,0,38,14,1,9,0,0,1,11,0,0,0,5,4,14,3,10,0,1,1,0,0,6.6016260162601625,0,4,2,14,123
1540,5,0,24,0,18,10,0,0,0,6,30,16,0,14,0,1,5,1,0,0,0,10,16,12,1,6,1,0,2,1,0,6.666666666666667,2,4,2,8,96
1541,6,0,26,0,20,9,0,2,0,1,34,10,1,13,0,1,8,12,0,0,1,11,8,19,6,1,0,0,0,0,0,6.36697247706422,0,2,3,8,109
1542,8,1,28,0,17,6,1,0,0,3,26,7,0,7,0,0,2,12,0,0,0,7,11,10,3,5,1,0,1,0,0,5.964705882352941,0,1,2,10,85
1543,1,2,13,0,16,13,0,0,0,3,20,7,0,8,0,0,4,5,0,1,0,5,5,6,3,4,0,2,1,0,0,5.722222222222222,0,3,3,7,72
1544,1,0,11,0,9,7,0,0,0,3,8,0,0,7,0,0,7,5,0,0,2,6,8,8,2,0,1,1,0,0,2,6.027777777777778,0,7,1,6,36
1545,0,0,14,0,11,4,0,0,0,3,9,3,1,5,0,0,5,2,0,0,0,5,7,4,0,2,1,0,0,0,0,6.348837209302325,0,1,2,5,43
1546,3,0,36,1,27,17,1,0,0,1,34,9,0,13,0,0,4,8,2,0,1,7,6,16,1,3,0,0,0,0,2,6.4950495049504955,0,0,2,10,101
1547,2,1,17,0,20,7,0,3,0,1,36,13,0,3,0,0,7,5,0,0,0,5,5,10,4,5,0,1,1,0,2,6.125,1,1,3,10,96
1548,3,1,28,1,25,14,1,0,0,5,24,26,1,20,0,0,7,11,0,0,1,11,12,13,6,6,2,3,2,0,2,5.25503355704698,2,5,3,14,149
1549,3,0,9,0,10,7,5,0,0,1,10,3,0,6,0,0,9,10,0,0,0,8,10,6,0,2,4,1,1,1,2,5.362068965517241,1,6,2,6,58
1550,1,0,4,0,4,4,0,1,0,0,9,2,0,3,0,0,1,1,0,0,0,3,0,2,1,0,0,1,0,0,0,6.125,0,0,1,4,24
1551,6,0,33,0,37,13,1,0,0,2,35,37,0,21,0,0,4,11,0,0,0,9,9,11,7,5,0,3,1,0,2,6.10062893081761,0,7,3,14,159
1552,1,1,17,3,17,6,0,0,0,2,15,16,0,9,0,0,2,5,0,0,0,5,5,4,5,2,1,4,0,0,0,6.2,0,6,2,9,65
1553,1,1,26,0,20,8,0,0,0,4,31,6,0,14,0,0,5,6,0,0,0,9,11,16,6,3,2,0,4,0,0,5.99009900990099,1,4,3,12,101
1554,7,1,29,0,32,20,1,3,0,4,29,15,1,12,0,0,8,9,0,0,0,5,7,13,4,4,1,4,3,0,1,6.336134453781512,1,4,3,9,119
1555,3,0,20,1,17,10,0,0,0,1,21,8,0,8,0,0,4,5,0,0,1,7,8,10,3,0,1,0,1,0,1,5.8,0,5,2,7,75
1556,6,0,49,1,39,32,1,0,0,3,57,24,1,27,0,0,5,21,0,2,1,14,11,20,5,10,1,4,3,0,2,6.494949494949495,3,1,4,20,198
1557,9,0,36,1,25,17,0,1,0,4,41,9,0,24,0,0,6,11,0,0,0,14,14,14,6,9,1,2,5,0,0,6.72463768115942,0,2,4,15,138
1558,2,1,27,0,11,9,0,0,0,3,39,4,0,12,0,0,1,9,0,0,1,9,10,10,1,1,0,0,0,0,0,6.373626373626373,0,0,2,10,91
1559,7,0,31,1,37,18,0,0,0,7,32,4,0,12,0,0,10,11,0,0,3,16,18,13,7,1,0,1,0,1,2,5.732142857142857,1,3,4,10,112
1560,1,0,11,0,12,3,0,0,0,1,10,10,0,6,0,0,2,3,0,0,0,3,3,3,1,1,0,6,1,0,0,6.441860465116279,1,2,2,5,43
1561,5,1,23,1,20,18,1,0,0,4,17,6,1,17,0,0,6,8,0,1,1,9,9,8,1,5,0,3,1,0,2,6.111111111111111,0,1,3,5,90
1562,2,0,12,2,13,11,0,1,0,2,7,7,0,13,0,0,1,3,0,0,0,3,3,6,4,0,0,0,0,0,0,6.285714285714286,0,2,2,7,56
1563,2,0,19,1,13,10,0,1,0,1,20,8,0,14,0,0,2,8,0,0,1,8,9,10,3,1,1,3,0,0,2,6.506172839506172,0,2,4,10,81
1564,2,0,18,0,16,8,0,3,0,4,17,21,0,11,0,0,3,14,0,0,1,2,6,8,2,4,2,1,2,0,1,2.0864197530864197,3,1,4,10,243
1565,2,1,23,0,28,14,3,1,0,3,21,16,1,12,0,0,3,4,1,0,2,12,12,12,8,4,0,0,0,0,1,6.1938775510204085,0,0,3,11,98
1566,2,1,16,0,14,12,0,1,0,2,22,9,0,10,0,0,5,8,1,0,0,6,5,13,5,2,2,1,1,0,1,6.068181818181818,1,2,3,15,88
1567,1,3,10,0,15,6,0,1,0,1,19,10,0,7,0,0,4,1,0,0,0,3,1,5,1,1,1,0,0,0,0,5.482142857142857,0,13,2,5,56
1568,7,0,24,0,22,10,0,0,0,5,24,36,0,14,0,0,4,6,0,0,0,12,17,13,5,4,1,0,0,1,1,6.40625,2,5,2,28,128
1569,4,0,19,0,16,7,1,0,0,5,25,4,0,13,0,0,4,9,0,0,0,8,11,12,6,3,0,0,1,1,2,6.623655913978495,1,0,3,10,93
1570,5,3,32,1,30,14,0,1,0,6,23,13,1,10,0,0,1,13,0,0,0,2,7,11,3,11,0,0,2,0,0,5.9375,0,3,3,7,96
1571,4,2,31,1,28,18,0,0,0,3,27,5,0,22,0,0,9,9,1,0,1,13,15,13,6,11,1,1,0,0,1,6.536585365853658,0,3,4,13,123
1572,1,2,27,0,27,10,1,2,0,4,31,26,0,15,0,0,4,6,0,0,0,11,11,8,4,10,2,1,1,0,3,6.512605042016807,2,4,4,9,119
1573,3,0,27,0,24,13,1,1,0,5,25,15,0,11,0,0,3,9,0,0,1,6,8,7,1,2,1,0,1,0,0,5.791208791208791,0,2,3,7,91
1574,6,0,29,0,17,12,0,0,0,5,22,7,0,11,0,0,6,7,0,1,0,9,12,13,2,7,1,0,1,0,4,6.580246913580247,1,2,3,10,81
1575,3,0,15,0,14,6,0,0,0,3,15,10,0,9,0,0,2,3,0,0,1,4,5,6,3,2,0,0,0,0,1,6.379310344827586,1,2,2,5,58
1576,3,0,42,0,33,20,0,1,0,3,39,16,1,24,0,0,5,9,0,0,0,15,14,15,8,4,3,0,0,0,2,6.20945945945946,0,10,3,10,148
1577,6,0,31,0,25,16,0,1,0,0,30,20,0,14,0,0,2,8,0,0,1,7,3,11,4,8,1,2,2,0,0,6.758928571428571,0,5,4,7,112
1578,6,0,21,1,14,7,0,0,0,2,21,14,0,14,0,0,2,4,0,0,1,11,12,8,1,3,1,2,2,0,0,6.5675675675675675,1,10,2,7,74
1579,3,2,20,0,12,12,0,0,0,4,17,14,0,10,0,1,10,8,0,0,2,13,17,18,3,4,0,0,1,1,1,6.316326530612245,1,2,2,14,98
1580,1,2,34,1,35,23,0,0,0,6,33,31,0,20,0,0,4,10,1,0,1,12,13,10,3,10,1,1,1,0,2,6.5,1,5,4,15,152
1581,4,0,30,1,33,18,0,0,0,6,28,21,0,20,0,0,11,10,0,0,1,6,10,18,8,4,0,1,2,0,2,6.623076923076923,2,0,4,11,130
1582,5,3,24,1,30,14,0,2,0,6,27,15,1,16,0,0,5,10,0,0,1,7,11,8,6,4,2,3,1,0,1,6.1946902654867255,2,8,4,9,113
1583,2,1,18,0,19,8,0,0,0,4,18,19,1,9,0,0,1,8,0,0,0,9,13,3,4,1,2,5,0,0,0,6.0,0,4,3,9,88
1584,4,3,23,0,11,9,0,0,0,2,26,3,0,6,0,0,4,3,0,0,0,3,5,6,3,3,2,7,0,0,1,5.7894736842105265,0,2,2,13,76
1585,2,1,18,0,19,12,0,0,0,0,21,16,0,12,0,0,2,9,0,0,2,9,8,9,3,3,0,2,2,0,0,6.25,1,3,4,8,92
1586,1,0,16,2,13,5,0,0,0,2,15,11,0,9,0,0,4,4,0,0,0,4,5,10,3,2,0,0,1,0,2,5.984848484848484,1,1,3,13,66
1587,2,1,19,2,22,14,0,0,0,9,19,1,0,10,0,0,6,13,0,0,0,9,14,9,3,2,0,1,3,0,2,5.924050632911392,3,0,3,9,79
1588,0,0,17,0,17,17,0,0,0,2,14,18,2,15,0,0,0,7,1,0,1,8,8,9,4,2,2,2,3,1,1,6.410526315789474,5,2,3,8,95
1589,5,1,10,0,7,2,0,0,0,0,13,3,0,5,0,0,5,2,0,0,1,2,3,7,1,0,0,0,0,0,0,5.714285714285714,0,2,1,4,35
1590,2,1,33,1,27,14,0,0,0,2,33,14,0,17,0,0,3,5,0,1,0,6,5,13,7,6,1,1,1,0,0,6.477876106194691,1,6,3,16,113
1591,3,0,26,0,25,10,0,0,0,6,28,8,0,14,0,0,2,5,0,0,1,9,11,10,3,8,0,1,1,0,0,6.08080808080808,1,1,3,8,99
1592,13,1,25,2,20,14,2,0,0,4,30,17,0,9,0,0,6,18,0,0,2,8,10,14,5,5,4,0,3,0,0,6.1946902654867255,2,5,3,9,113
1593,4,1,27,0,25,12,0,2,0,2,32,14,2,6,0,0,6,9,0,0,2,1,3,16,1,5,0,1,3,0,2,6.144230769230769,0,5,3,10,104
1594,2,1,13,0,13,4,0,0,0,0,10,24,0,5,0,0,3,1,0,0,0,4,4,5,0,2,1,1,0,0,1,5.578947368421052,0,9,1,8,57
1595,2,0,23,0,20,15,0,0,0,4,20,6,0,14,0,0,2,8,0,0,2,7,8,5,6,5,0,3,0,0,1,6.445783132530121,1,1,3,9,83
1596,5,0,31,1,24,13,0,1,0,1,34,16,0,13,0,0,0,5,0,0,0,7,4,10,3,1,0,2,4,1,0,6.081632653061225,3,8,4,9,98
1597,1,0,13,0,8,2,0,0,0,0,10,4,0,7,0,0,2,2,0,0,0,6,6,5,0,1,1,0,0,0,0,6.722222222222222,0,1,2,5,36
1598,0,1,8,0,1,5,0,0,0,0,4,0,0,4,0,0,3,5,0,0,0,6,6,7,0,0,1,0,0,0,0,5.821428571428571,0,0,1,5,28
1599,3,1,21,0,17,10,1,0,0,2,33,1,0,13,0,0,5,5,1,0,0,8,9,12,1,7,2,0,0,0,1,6.136363636363637,0,9,3,5,88
1600,2,0,13,0,7,5,0,0,0,1,15,10,1,9,0,0,4,6,0,0,0,7,7,7,1,4,0,0,0,0,0,5.413793103448276,0,13,2,9,58
1601,4,0,10,0,8,5,0,1,0,0,13,6,0,9,0,0,2,4,0,0,0,4,4,3,2,1,1,2,0,0,1,6.549019607843137,0,4,2,6,51
1602,3,2,31,0,34,15,1,0,0,6,28,19,0,16,0,0,2,12,0,0,0,10,13,7,5,3,0,2,0,0,1,6.033333333333333,1,4,2,10,120
1603,3,2,26,2,20,10,0,0,0,4,30,12,0,11,0,0,4,6,0,0,1,15,14,9,5,9,0,1,1,0,1,6.509803921568627,0,2,4,8,102
1604,4,1,17,0,11,4,0,0,0,2,16,19,0,12,0,0,4,2,1,0,1,10,10,9,0,3,1,2,0,0,1,6.394736842105263,0,4,2,7,76
1605,1,0,6,0,7,2,0,0,0,1,12,0,0,4,0,0,1,2,0,0,0,3,3,3,1,0,0,1,0,0,0,6.206896551724138,0,0,2,4,29
1606,0,2,15,0,13,9,0,0,0,1,17,8,0,3,0,0,6,4,0,0,0,2,0,12,4,3,0,3,2,0,0,5.862068965517241,1,3,3,8,58
1607,2,0,10,0,8,4,0,0,0,2,15,5,0,4,0,0,1,5,0,0,0,3,5,2,3,0,0,0,0,0,1,5.7560975609756095,1,1,2,3,41
1608,0,1,10,0,8,5,0,0,0,1,8,10,0,10,0,0,2,5,0,0,0,7,5,6,4,3,1,0,0,0,0,6.111111111111111,0,6,2,5,54
1609,6,0,38,1,23,10,0,4,0,5,40,17,1,17,0,0,0,11,0,0,0,12,12,14,1,11,1,3,3,2,0,6.32824427480916,4,2,3,10,131
1610,1,1,24,0,17,8,0,0,0,5,28,5,0,13,0,0,3,10,0,0,3,9,11,9,5,5,0,0,2,0,0,5.542857142857143,1,3,3,13,105
1611,2,2,37,0,30,23,0,2,0,6,46,10,0,10,0,0,7,12,1,1,1,7,10,14,4,5,1,2,0,0,2,6.08955223880597,2,2,3,14,134
1612,2,1,33,0,31,13,0,0,0,4,31,8,0,15,0,0,5,11,0,0,0,9,10,12,4,3,1,1,0,0,0,5.9714285714285715,0,0,3,11,105
1613,1,1,25,0,19,15,0,1,0,1,17,15,0,13,0,0,1,6,0,0,0,7,7,11,3,5,1,0,1,0,0,6.278350515463917,1,4,4,11,97
1614,5,2,31,0,27,16,1,3,0,2,39,21,1,22,0,0,2,5,0,0,0,5,6,11,7,7,3,2,1,0,0,6.5928571428571425,1,4,4,15,140
1615,1,1,8,0,5,6,0,0,0,1,6,8,0,6,0,0,3,2,0,0,0,3,3,4,4,2,0,0,2,1,0,5.853658536585366,2,0,2,4,41
1616,5,0,18,0,19,4,0,0,0,2,15,14,0,10,0,0,1,5,0,0,1,3,5,3,2,2,1,0,0,0,0,6.379310344827586,0,5,1,6,58
1617,2,0,15,0,10,4,0,1,0,2,13,5,0,7,0,0,4,3,0,0,1,6,7,5,1,4,2,1,1,0,2,6.352941176470588,3,4,3,8,51
1618,4,2,22,0,12,4,0,0,0,1,23,3,0,12,0,0,6,4,0,0,1,5,4,12,3,3,0,1,1,0,1,5.743243243243243,0,1,2,10,74
1619,5,2,18,1,18,8,1,0,0,3,22,15,0,11,0,0,3,9,0,0,1,3,7,9,4,5,1,1,1,0,3,5.9655172413793105,1,6,2,9,87
1620,9,3,42,0,24,21,1,2,0,2,39,10,1,25,0,0,4,7,0,0,2,11,12,15,6,6,1,2,2,1,2,6.387323943661972,4,0,4,13,142
1621,2,0,16,2,22,9,0,1,0,5,18,8,0,9,0,0,6,4,0,0,1,6,11,10,4,3,0,0,0,1,1,6.0131578947368425,1,1,3,8,76
1622,1,1,18,0,12,8,0,0,0,2,22,8,0,7,0,0,4,2,0,0,1,2,3,8,2,2,0,0,0,0,0,6.548387096774194,0,1,2,9,62
1623,1,0,27,1,23,22,0,1,0,4,29,20,0,14,0,0,6,9,0,0,0,9,11,13,5,4,3,1,1,0,1,6.595041322314049,0,7,4,16,121
1624,6,2,16,0,16,5,1,0,0,5,11,3,0,10,0,0,4,6,0,0,0,8,13,7,3,4,0,0,2,0,0,6.612903225806452,2,0,2,7,62
1625,5,0,29,0,29,9,0,0,0,1,31,16,0,17,0,0,3,5,0,0,0,10,8,11,5,3,1,0,1,0,0,6.632075471698113,0,2,3,10,106
1626,4,1,26,1,18,6,0,0,0,1,27,6,0,18,0,0,3,6,0,0,0,11,10,14,2,5,3,3,3,0,1,6.561224489795919,3,2,3,8,98
1627,8,4,41,1,37,21,2,0,0,5,41,24,0,21,0,0,4,11,0,0,1,15,16,19,9,8,2,3,2,0,2,6.105263157894737,1,5,3,20,171
1628,1,0,19,0,19,10,0,0,0,1,18,13,0,7,0,0,7,7,0,0,0,4,3,11,4,6,1,3,0,1,2,6.049382716049383,1,8,3,5,81
1629,4,1,13,1,18,16,1,0,0,3,18,5,0,9,0,0,6,5,0,0,1,10,12,10,4,6,0,2,1,0,1,6.45,1,1,3,11,80
1630,2,1,24,0,18,11,2,1,0,5,30,13,0,7,0,0,6,3,0,0,1,9,10,10,2,9,2,0,2,0,1,6.10752688172043,1,4,2,8,93
1631,2,0,33,0,24,15,1,0,0,3,24,22,2,15,0,0,3,9,1,0,2,16,12,10,7,9,0,5,2,0,1,6.246031746031746,1,5,3,16,126
1632,1,1,19,0,10,4,0,0,0,1,17,1,0,8,0,0,3,3,0,0,0,6,4,5,4,0,1,3,0,0,1,5.702127659574468,1,1,3,6,47
1633,2,1,13,0,9,9,0,0,0,2,15,7,0,7,0,0,4,11,0,0,1,6,7,9,3,0,1,0,2,1,1,6.084507042253521,1,2,2,8,71
1634,1,1,7,0,7,1,0,0,0,1,8,2,0,5,0,0,7,2,1,0,0,2,3,9,1,2,0,0,0,0,1,5.6,0,2,1,5,30
1635,1,2,29,0,18,11,0,2,0,3,27,10,1,11,0,0,2,7,0,0,1,6,8,8,1,3,2,3,0,0,3,6.180851063829787,2,4,3,11,94
1636,2,2,26,1,26,15,0,0,0,2,26,23,1,15,0,0,3,8,0,0,2,8,9,13,4,6,3,3,0,0,2,6.191666666666666,0,9,4,15,120
1637,2,0,27,0,20,12,0,1,0,3,25,16,0,10,0,0,2,5,0,0,1,11,8,9,4,5,1,1,1,0,1,6.194174757281553,1,2,3,16,103
1638,4,6,19,1,12,7,0,0,0,2,17,7,0,9,0,0,2,2,1,0,1,5,7,6,0,2,1,2,1,0,3,5.8,0,6,0,3,60
1639,4,0,16,0,20,13,0,2,0,3,21,14,0,12,0,0,11,7,0,0,0,6,8,14,3,1,2,1,2,0,1,6.50561797752809,2,9,3,10,89
1640,3,0,5,0,9,3,0,1,0,1,14,5,0,9,0,0,2,4,0,0,0,1,2,5,0,3,1,1,0,0,1,6.111111111111111,1,6,1,5,45
1641,8,0,26,0,19,6,0,1,0,5,23,7,0,12,0,0,8,9,0,1,1,4,10,8,5,8,5,2,1,0,1,6.048192771084337,0,7,3,9,83
1642,4,1,30,1,19,6,1,0,0,4,23,21,0,12,0,0,5,8,0,0,0,8,11,12,5,5,0,3,1,0,2,6.21875,0,3,2,10,96
1643,2,1,19,0,21,7,1,4,0,2,21,23,0,13,0,0,8,9,0,0,0,9,9,14,3,6,0,1,0,0,1,5.9,0,6,3,13,110
1644,2,1,23,0,24,13,0,0,0,2,25,13,1,11,0,0,4,9,0,0,0,6,7,17,3,5,1,0,3,0,0,6.26595744680851,1,1,3,10,94
1645,4,1,13,0,12,9,0,0,0,2,13,7,0,9,0,0,1,6,0,0,0,5,7,9,2,3,0,0,0,0,0,6.316666666666666,0,1,3,6,60
1646,0,2,24,1,14,11,0,2,0,0,33,9,1,13,0,0,9,6,0,0,1,11,7,11,5,4,1,1,1,0,1,6.228571428571429,0,5,1,10,105
1647,2,1,13,0,12,3,0,0,0,1,13,10,0,10,0,0,0,3,0,0,0,4,5,8,1,5,1,0,1,0,0,6.898305084745763,1,5,2,6,59
1648,3,1,20,1,13,7,0,2,0,4,30,6,0,7,0,0,4,4,0,0,0,8,9,7,1,5,0,1,0,0,0,6.175,0,0,3,10,80
1649,4,0,26,0,20,16,1,2,0,3,27,15,0,14,0,0,4,10,0,0,0,9,12,12,6,4,0,1,2,0,1,6.666666666666667,2,3,4,9,108
1650,6,1,23,2,17,16,1,1,0,4,26,9,1,14,0,0,0,14,0,0,2,7,9,8,7,3,0,2,0,0,0,6.211538461538462,0,0,3,9,104
1651,3,0,18,0,10,11,0,1,0,3,21,9,1,12,0,0,3,7,0,0,0,4,4,12,4,4,1,2,5,0,3,6.444444444444445,3,6,2,9,81
1652,1,0,18,3,11,11,0,0,0,2,12,13,0,3,0,1,7,7,0,0,3,11,9,10,2,0,2,0,2,0,0,5.753846153846154,0,9,2,10,65
1653,4,0,23,0,17,13,1,1,0,1,27,7,0,12,0,0,4,7,1,1,3,6,7,12,4,3,0,0,0,0,0,5.786516853932584,0,5,3,9,89
1654,9,2,40,0,34,23,0,1,0,4,36,26,1,22,0,0,2,8,0,0,2,10,10,14,8,7,2,1,0,0,2,6.620253164556962,1,0,4,11,158
1655,2,0,26,0,11,13,0,0,0,4,26,8,0,10,0,0,4,6,0,0,0,11,14,9,0,2,0,0,1,0,0,6.048192771084337,0,4,3,10,83
1656,2,1,24,1,17,9,0,1,0,4,26,6,0,9,0,0,1,3,0,0,0,7,8,11,4,4,1,0,1,0,1,6.0519480519480515,1,5,4,7,77
1657,5,0,31,0,26,15,0,1,0,2,29,14,0,16,0,0,4,2,0,0,0,8,8,11,5,6,3,1,1,1,1,6.036363636363636,1,7,3,11,110
1658,7,0,27,1,21,12,0,0,0,4,24,10,0,14,0,0,1,8,0,0,1,10,11,9,2,4,1,1,2,0,0,6.230769230769231,2,1,3,4,91
1659,1,3,20,0,15,11,0,1,0,7,19,21,0,4,0,0,3,5,0,0,0,5,8,6,2,6,0,1,2,0,0,5.619047619047619,1,6,3,12,84
1660,5,1,24,0,23,10,0,0,0,7,26,11,0,9,0,0,1,6,0,1,1,0,7,8,5,10,0,1,1,0,0,6.074074074074074,1,0,3,11,81
1661,6,0,33,1,31,16,0,3,0,5,27,16,1,17,0,0,5,11,0,0,1,11,12,12,5,4,2,0,5,0,0,6.107438016528926,1,9,4,9,121
1662,11,2,39,0,47,24,0,1,0,5,47,33,0,27,0,0,4,20,1,0,1,11,15,13,11,4,2,1,2,0,0,6.238095238095238,0,8,3,16,189
1663,3,4,18,0,21,11,1,2,0,2,19,24,0,6,0,0,4,7,0,0,0,5,6,9,1,6,1,0,0,1,0,5.7032967032967035,1,2,2,11,91
1664,1,1,6,0,7,4,0,3,0,0,11,1,1,2,0,0,1,3,0,0,0,1,1,4,1,1,0,1,0,0,0,6.090909090909091,0,2,2,3,33
1665,2,1,30,0,25,19,0,1,0,2,36,10,0,18,0,0,1,4,0,0,1,14,12,12,4,6,1,0,2,0,0,6.333333333333333,1,3,4,13,123
1666,2,1,17,0,26,9,1,1,0,3,29,8,1,9,0,0,3,8,0,0,2,5,7,12,3,9,1,2,2,0,1,6.184782608695652,0,5,3,9,92
1667,1,1,36,0,27,20,0,0,0,4,31,6,0,25,0,0,6,7,0,0,0,10,9,12,10,3,1,0,4,0,0,6.256198347107438,1,2,4,11,121
1668,4,1,20,0,19,4,0,0,0,1,17,13,0,11,0,0,2,4,0,0,0,10,9,7,2,6,1,0,2,0,0,6.144927536231884,2,1,1,4,69
1669,8,0,69,0,60,22,3,2,0,5,63,45,1,33,0,0,13,19,0,0,1,21,19,34,8,17,3,1,6,0,1,6.543307086614173,5,6,4,20,254
1670,4,0,13,1,11,6,0,1,0,2,21,2,0,5,0,0,2,3,0,0,0,2,4,4,1,1,0,1,0,0,1,6.113207547169812,1,1,2,7,53
1671,3,0,33,2,26,14,1,0,0,4,30,26,0,19,0,0,2,10,0,0,0,5,7,12,3,10,0,1,3,0,1,6.225806451612903,3,5,4,11,124
1672,1,1,31,0,24,8,0,0,0,3,35,12,0,14,0,0,1,6,0,0,0,8,8,7,5,4,1,3,1,1,1,5.819047619047619,1,5,3,13,105
1673,1,0,25,0,12,11,0,0,0,6,25,15,0,11,0,0,4,5,0,0,0,13,17,9,4,2,1,2,0,0,1,6.35,0,8,3,13,100
1674,6,3,26,1,31,12,2,0,0,7,29,25,0,11,1,0,6,8,0,0,2,5,10,12,6,9,1,3,0,1,2,5.975206611570248,2,8,3,10,121
1675,0,0,14,2,10,9,0,0,0,1,14,5,0,15,0,0,3,10,0,0,0,5,5,8,5,1,1,1,0,0,2,6.507462686567164,0,3,3,9,67
1676,3,0,18,0,12,5,0,0,0,3,26,7,0,8,0,0,1,4,0,0,0,3,7,4,2,1,1,0,1,0,0,6.230769230769231,1,0,2,8,65
1677,3,0,14,0,11,4,0,0,0,1,13,5,0,6,0,0,2,2,0,0,0,7,7,9,0,2,0,0,1,0,0,6.255813953488372,1,2,2,2,43
1678,2,0,14,0,6,1,0,0,0,3,17,2,0,5,0,0,4,2,0,0,0,9,9,3,1,3,0,3,1,0,0,6.17948717948718,1,2,2,5,39
1679,2,0,28,0,14,7,0,1,0,1,30,10,0,11,0,0,2,4,0,0,0,9,7,15,2,4,2,1,1,0,0,6.378947368421053,1,7,3,11,95
1680,6,1,32,0,27,17,0,1,0,4,37,24,0,10,0,0,1,7,0,0,0,6,8,7,3,8,0,1,0,0,0,6.445378151260504,0,4,4,11,119
1681,4,1,20,0,15,9,0,0,0,4,27,8,0,11,0,0,5,7,0,0,0,6,9,4,5,0,0,0,0,0,1,6.070588235294117,0,2,3,11,85
1682,1,0,14,0,11,3,0,0,0,2,9,3,0,9,0,0,0,3,0,0,1,0,2,6,1,4,0,0,2,0,0,6.0256410256410255,2,2,2,4,39
1683,0,0,3,0,6,1,0,0,1,0,4,6,0,3,0,0,1,2,0,0,0,0,0,3,1,1,0,1,0,0,0,5.578947368421052,0,5,0,5,19
1684,4,3,21,0,21,7,0,0,0,1,24,18,1,13,0,0,4,5,0,0,0,7,7,7,2,3,2,3,0,0,0,5.8173076923076925,0,5,1,8,104
1685,3,0,37,1,40,14,2,1,0,6,43,10,0,18,0,1,4,9,0,1,2,7,11,10,7,7,0,4,1,0,2,6.368,0,2,3,11,125
1686,0,0,8,0,5,1,1,0,0,0,10,2,0,1,0,0,0,3,0,0,1,2,3,3,0,1,0,0,1,0,1,6.105263157894737,0,2,0,3,19
1687,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.75,0,3,0,2,8
